output_name,description,source_xlsx
kb_mute,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_volume_up,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_volume_down,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_locking_caps_lock,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_locking_num_lock,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lockingroll_lock,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_comma,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_equal_sign,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international1,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international2,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international3,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international4,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international5,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international6,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international7,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international8,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_international9,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang1,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang2,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang3,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang4,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang5,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang6,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang7,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang8,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_lang9,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_alternate_erase,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_sisreq,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_cancel,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_clear,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_prior,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_return,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_separator,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_out,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_oper,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_clear_and_again,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_crsel_andprops,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_exsel,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_00,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_000,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_thousands_separator,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_decimal_separator,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_currency_unit,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_currency_sub_unit,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_opening_parenthesis,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_closing_parenthesis,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_opening_brace,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_closing_brace,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_tab,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_backspace,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_a,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_b,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_c,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_d,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_e,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_f,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_xor,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_caret,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_percentage,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_less_than_sign,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_greater_than_sign,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_amp,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_amp_amp,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_pipe,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_pipe_pipe,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_colon,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_hashmark,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_space,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_at,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_exclamation_sign,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_memory_store,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_memory_recall,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_memory_clear,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_memory_add,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_memory_subtract,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_memory_multiply,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_memory_divide,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_plus_and_minus,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_clear,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_clear_entry,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_binary,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_octal,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_decimal,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_keypad_hexadecimal,Keyboard send key,Shadow of Mordor XBox One.xlsx
kb_left_control,Keyboard modify key,Shadow of Mordor XBox One.xlsx
kb_left_shift,Keyboard modify key,Shadow of Mordor XBox One.xlsx
kb_left_alt,Keyboard modify key,Shadow of Mordor XBox One.xlsx
kb_left_gui,Keyboard modify key (Windows Key),Shadow of Mordor XBox One.xlsx
kb_right_control,Keyboard modify key,Shadow of Mordor XBox One.xlsx
kb_right_shift,Keyboard modify key,Shadow of Mordor XBox One.xlsx
kb_right_alt,Keyboard modify key,Shadow of Mordor XBox One.xlsx
kb_right_gui,Keyboard modify key (Windows Key),Shadow of Mordor XBox One.xlsx
none,,Shadow of Mordor XBox One.xlsx
dpad_N,PS3 D-Pad Button North,Simple Mouse.xlsx
dpad_NE,PS3 D-Pad Buttons North and East,Simple Mouse.xlsx
dpad_E,PS3 D-Pad Button East,Simple Mouse.xlsx
dpad_SE,PS3 D-Pad Buttons South and East,Simple Mouse.xlsx
dpad_S,PS3 D-Pad Button South,Simple Mouse.xlsx
dpad_SW,PS3 D-Pad Buttons South and West,Simple Mouse.xlsx
dpad_W,PS3 D-Pad Button West,Simple Mouse.xlsx
dpad_NW,PS3 D-Pad Buttons North and West,Simple Mouse.xlsx
left_joy_left,PS3 Left Joystick Left side,Simple Mouse.xlsx
left_joy_right,PS3 Left Joystick Right side,Simple Mouse.xlsx
left_joy_up,PS3 Left Joystick Up,Simple Mouse.xlsx
left_joy_down,PS3 Left Joystick Down,Simple Mouse.xlsx
right_joy_left,PS3 Right Joystick Left side,Simple Mouse.xlsx
right_joy_right,PS3 Right Joystick Right side,Simple Mouse.xlsx
right_joy_up,PS3 Right Joystick Up,Simple Mouse.xlsx
right_joy_down,PS3 Right Joystick Down,Simple Mouse.xlsx
left_1,PS3 Left Button 1,Simple Mouse.xlsx
left_2,PS3 Left Button 2 (trigger),Simple Mouse.xlsx
left_3,PS3 Left Button 3 (Press joystick),Simple Mouse.xlsx
right_1,PS3 Right Button 1,Simple Mouse.xlsx
right_2,PS3 Right Button 2 (trigger),Simple Mouse.xlsx
right_3,PS3 Right Button 3 (Press joystick),Simple Mouse.xlsx
x,PS3 Button X,Simple Mouse.xlsx
square,PS3 Button Square,Simple Mouse.xlsx
triangle,PS3 Button Triangle,Simple Mouse.xlsx
circle,PS3 Button Circle,Simple Mouse.xlsx
ps3,PS3 Home,Simple Mouse.xlsx
select,PS3 Select,Simple Mouse.xlsx
start,PS3 Start,Simple Mouse.xlsx
acceleration_x_right,PS3 motion sensor to right,Simple Mouse.xlsx
acceleration_x_left,PS3 motion sensor to left,Simple Mouse.xlsx
acceleration_y_fore,PS3 motion sensor away from player,Simple Mouse.xlsx
acceleration_y_aft,PS3 motion sensor towards player,Simple Mouse.xlsx
acceleration_z_up,PS3 motion sensor up,Simple Mouse.xlsx
acceleration_z_down,PS3 motion sensor down,Simple Mouse.xlsx
gyroscope_cw,PS3 gyroscope clockwise,Simple Mouse.xlsx
gyroscope_ccw,PS3 gyroscope counter clockwise,Simple Mouse.xlsx
mouse_left,Mouse Left movement,Simple Mouse.xlsx
mouse_right,Mouse Right movement,Simple Mouse.xlsx
mouse_up,Mouse Up movement,Simple Mouse.xlsx
mouse_down,Mouse Down movement,Simple Mouse.xlsx
mouse_wheel_up,Mouse Wheel Up rotation,Simple Mouse.xlsx
mouse_wheel_down,Mouse Wheel Down rotation,Simple Mouse.xlsx
mouse_pan_left,Mouse Pan Left tilt,Simple Mouse.xlsx
mouse_pan_right,Mouse Pan Right tilt,Simple Mouse.xlsx
mouse_back,Mouse Button Back,Simple Mouse.xlsx
mouse_forward,Mouse Button Forward,Simple Mouse.xlsx
mouse_left_button,Mouse Button Left,Simple Mouse.xlsx
mouse_right_button,Mouse Button Right,Simple Mouse.xlsx
mouse_middle_button,Mouse Button Middle,Simple Mouse.xlsx
digital_out1_on,Digital Out 1 turn on,Simple Mouse.xlsx
digital_out1_off,Digital Out 1 turn off,Simple Mouse.xlsx
digital_out1_toggle,Digital Out 1 toggle state,Simple Mouse.xlsx
digital_out2_on,Digital Out 2 turn on,Simple Mouse.xlsx
digital_out2_off,Digital Out 2 turn off,Simple Mouse.xlsx
digital_out2_toggle,Digital Out 2 toggle state,Simple Mouse.xlsx
brightness_up,LEDs Brighter,Simple Mouse.xlsx
brightness_down,LEDs Dimmer,Simple Mouse.xlsx
volume_up,Speaker increase volume,Simple Mouse.xlsx
volume_down,Speaker decrease volume,Simple Mouse.xlsx
increment_mode,Change to next profile,Simple Mouse.xlsx
decrement_mode,Change to previous profile,Simple Mouse.xlsx
ir_tv_channel_up,Xmit IR code from command table,Simple Mouse.xlsx
ir_tv_channel_down,Xmit IR code from command table,Simple Mouse.xlsx
ir_tv_volume_up,Xmit IR code from command table,Simple Mouse.xlsx
ir_tv_volume_down,Xmit IR code from command table,Simple Mouse.xlsx
ir_tv_on_off,Xmit IR code from command table,Simple Mouse.xlsx
ir_tv_select_input,Xmit IR code from command table,Simple Mouse.xlsx
ir_play,Xmit IR code from command table,Simple Mouse.xlsx
ir_stop,Xmit IR code from command table,Simple Mouse.xlsx
ir_fast_forward,Xmit IR code from command table,Simple Mouse.xlsx
ir_rewind,Xmit IR code from command table,Simple Mouse.xlsx
ir_skip_forward,Xmit IR code from command table,Simple Mouse.xlsx
ir_skip_back,Xmit IR code from command table,Simple Mouse.xlsx
ir_record,Xmit IR code from command table,Simple Mouse.xlsx
ir_pause,Xmit IR code from command table,Simple Mouse.xlsx
ir_mute,Xmit IR code from command table,Simple Mouse.xlsx
ir_guide,Xmit IR code from command table,Simple Mouse.xlsx
ir_menu,Xmit IR code from command table,Simple Mouse.xlsx
ir_cancel,Xmit IR code from command table,Simple Mouse.xlsx
ir_select,Xmit IR code from command table,Simple Mouse.xlsx
ir_up,Xmit IR code from command table,Simple Mouse.xlsx
ir_down,Xmit IR code from command table,Simple Mouse.xlsx
ir_left,Xmit IR code from command table,Simple Mouse.xlsx
ir_right,Xmit IR code from command table,Simple Mouse.xlsx
ir_aux1,Xmit IR code from command table,Simple Mouse.xlsx
ir_aux2,Xmit IR code from command table,Simple Mouse.xlsx
ir_aux3,Xmit IR code from command table,Simple Mouse.xlsx
ir_aux4,Xmit IR code from command table,Simple Mouse.xlsx
kb_a,Keyboard send key,Simple Mouse.xlsx
kb_b,Keyboard send key,Simple Mouse.xlsx
kb_c,Keyboard send key,Simple Mouse.xlsx
kb_d,Keyboard send key,Simple Mouse.xlsx
kb_e,Keyboard send key,Simple Mouse.xlsx
kb_f,Keyboard send key,Simple Mouse.xlsx
kb_g,Keyboard send key,Simple Mouse.xlsx
kb_h,Keyboard send key,Simple Mouse.xlsx
kb_i,Keyboard send key,Simple Mouse.xlsx
kb_j,Keyboard send key,Simple Mouse.xlsx
kb_k,Keyboard send key,Simple Mouse.xlsx
kb_l,Keyboard send key,Simple Mouse.xlsx
kb_m,Keyboard send key,Simple Mouse.xlsx
kb_n,Keyboard send key,Simple Mouse.xlsx
kb_o,Keyboard send key,Simple Mouse.xlsx
kb_p,Keyboard send key,Simple Mouse.xlsx
kb_q,Keyboard send key,Simple Mouse.xlsx
kb_r,Keyboard send key,Simple Mouse.xlsx
kb_s,Keyboard send key,Simple Mouse.xlsx
kb_t,Keyboard send key,Simple Mouse.xlsx
kb_u,Keyboard send key,Simple Mouse.xlsx
kb_v,Keyboard send key,Simple Mouse.xlsx
kb_w,Keyboard send key,Simple Mouse.xlsx
kb_x,Keyboard send key,Simple Mouse.xlsx
kb_y,Keyboard send key,Simple Mouse.xlsx
kb_z,Keyboard send key,Simple Mouse.xlsx
kb_1,Keyboard send key,Simple Mouse.xlsx
kb_2,Keyboard send key,Simple Mouse.xlsx
kb_3,Keyboard send key,Simple Mouse.xlsx
kb_4,Keyboard send key,Simple Mouse.xlsx
kb_5,Keyboard send key,Simple Mouse.xlsx
kb_6,Keyboard send key,Simple Mouse.xlsx
kb_7,Keyboard send key,Simple Mouse.xlsx
kb_8,Keyboard send key,Simple Mouse.xlsx
kb_9,Keyboard send key,Simple Mouse.xlsx
kb_0,Keyboard send key,Simple Mouse.xlsx
kb_enter,Keyboard send key,Simple Mouse.xlsx
kb_escape,Keyboard send key,Simple Mouse.xlsx
kb_backspace,Keyboard send key,Simple Mouse.xlsx
kb_tab,Keyboard send key,Simple Mouse.xlsx
kb_space,Keyboard send key,Simple Mouse.xlsx
kb_minus,Keyboard send key,Simple Mouse.xlsx
kb_equal,Keyboard send key,Simple Mouse.xlsx
kb_opening_bracket,Keyboard send key,Simple Mouse.xlsx
kb_closing_bracket,Keyboard send key,Simple Mouse.xlsx
kb_backslash,Keyboard send key,Simple Mouse.xlsx
kb_non_us_hashmark_and_tilde,Keyboard send key,Simple Mouse.xlsx
kb_semicolon,Keyboard send key,Simple Mouse.xlsx
kb_apostrophe,Keyboard send key,Simple Mouse.xlsx
kb_grave_accent_and_tilde,Keyboard send key,Simple Mouse.xlsx
kb_comma,Keyboard send key,Simple Mouse.xlsx
kb_dot,Keyboard send key,Simple Mouse.xlsx
kb_slash,Keyboard send key,Simple Mouse.xlsx
kb_caps_lock,Keyboard send key,Simple Mouse.xlsx
kb_f1,Keyboard send key,Simple Mouse.xlsx
kb_f2,Keyboard send key,Simple Mouse.xlsx
kb_f3,Keyboard send key,Simple Mouse.xlsx
kb_f4,Keyboard send key,Simple Mouse.xlsx
kb_f5,Keyboard send key,Simple Mouse.xlsx
kb_f6,Keyboard send key,Simple Mouse.xlsx
kb_f7,Keyboard send key,Simple Mouse.xlsx
kb_f8,Keyboard send key,Simple Mouse.xlsx
kb_f9,Keyboard send key,Simple Mouse.xlsx
kb_f10,Keyboard send key,Simple Mouse.xlsx
kb_f11,Keyboard send key,Simple Mouse.xlsx
kb_f12,Keyboard send key,Simple Mouse.xlsx
kb_printscreen,Keyboard send key,Simple Mouse.xlsx
kb_roll_lock,Keyboard send key,Simple Mouse.xlsx
kb_pause,Keyboard send key,Simple Mouse.xlsx
kb_insert,Keyboard send key,Simple Mouse.xlsx
kb_home,Keyboard send key,Simple Mouse.xlsx
kb_page_up,Keyboard send key,Simple Mouse.xlsx
kb_delete,Keyboard send key,Simple Mouse.xlsx
kb_end,Keyboard send key,Simple Mouse.xlsx
kb_page_down,Keyboard send key,Simple Mouse.xlsx
kb_right_arrow,Keyboard send key,Simple Mouse.xlsx
kb_left_arrow,Keyboard send key,Simple Mouse.xlsx
kb_down_arrow,Keyboard send key,Simple Mouse.xlsx
kb_up_arrow,Keyboard send key,Simple Mouse.xlsx
kb_num_lock,Keyboard send key,Simple Mouse.xlsx
kb_keypad_slash,Keyboard send key,Simple Mouse.xlsx
kb_keypad_asterisk,Keyboard send key,Simple Mouse.xlsx
kb_keypad_minus,Keyboard send key,Simple Mouse.xlsx
kb_keypad_plus,Keyboard send key,Simple Mouse.xlsx
kb_keypad_enter,Keyboard send key,Simple Mouse.xlsx
kb_keypad_1,Keyboard send key,Simple Mouse.xlsx
kb_keypad_2,Keyboard send key,Simple Mouse.xlsx
kb_keypad_3,Keyboard send key,Simple Mouse.xlsx
kb_keypad_4,Keyboard send key,Simple Mouse.xlsx
kb_keypad_5,Keyboard send key,Simple Mouse.xlsx
kb_keypad_6,Keyboard send key,Simple Mouse.xlsx
kb_keypad_7,Keyboard send key,Simple Mouse.xlsx
kb_keypad_8,Keyboard send key,Simple Mouse.xlsx
kb_keypad_9,Keyboard send key,Simple Mouse.xlsx
kb_keypad_0,Keyboard send key,Simple Mouse.xlsx
kb_keypad_dot,Keyboard send key,Simple Mouse.xlsx
kb_non_us_backslash_and_pipe,Keyboard send key,Simple Mouse.xlsx
kb_power,Keyboard send key,Simple Mouse.xlsx
kb_equal_sign,Keyboard send key,Simple Mouse.xlsx
kb_f13,Keyboard send key,Simple Mouse.xlsx
kb_f14,Keyboard send key,Simple Mouse.xlsx
kb_f15,Keyboard send key,Simple Mouse.xlsx
kb_f16,Keyboard send key,Simple Mouse.xlsx
kb_f17,Keyboard send key,Simple Mouse.xlsx
kb_f18,Keyboard send key,Simple Mouse.xlsx
kb_f19,Keyboard send key,Simple Mouse.xlsx
kb_f20,Keyboard send key,Simple Mouse.xlsx
kb_f21,Keyboard send key,Simple Mouse.xlsx
kb_f22,Keyboard send key,Simple Mouse.xlsx
kb_f23,Keyboard send key,Simple Mouse.xlsx
kb_f24,Keyboard send key,Simple Mouse.xlsx
kb_execute,Keyboard send key,Simple Mouse.xlsx
kb_help,Keyboard send key,Simple Mouse.xlsx
kb_manu,Keyboard send key,Simple Mouse.xlsx
kb_select,Keyboard send key,Simple Mouse.xlsx
kb_stop,Keyboard send key,Simple Mouse.xlsx
kb_again,Keyboard send key,Simple Mouse.xlsx
kb_undo,Keyboard send key,Simple Mouse.xlsx
kb_cut,Keyboard send key,Simple Mouse.xlsx
kb_copy,Keyboard send key,Simple Mouse.xlsx
kb_paste,Keyboard send key,Simple Mouse.xlsx
kb_find,Keyboard send key,Simple Mouse.xlsx
kb_mute,Keyboard send key,Simple Mouse.xlsx
kb_volume_up,Keyboard send key,Simple Mouse.xlsx
kb_volume_down,Keyboard send key,Simple Mouse.xlsx
kb_locking_caps_lock,Keyboard send key,Simple Mouse.xlsx
kb_locking_num_lock,Keyboard send key,Simple Mouse.xlsx
kb_lockingroll_lock,Keyboard send key,Simple Mouse.xlsx
kb_keypad_comma,Keyboard send key,Simple Mouse.xlsx
kb_keypad_equal_sign,Keyboard send key,Simple Mouse.xlsx
kb_international1,Keyboard send key,Simple Mouse.xlsx
kb_international2,Keyboard send key,Simple Mouse.xlsx
kb_international3,Keyboard send key,Simple Mouse.xlsx
kb_international4,Keyboard send key,Simple Mouse.xlsx
kb_international5,Keyboard send key,Simple Mouse.xlsx
kb_international6,Keyboard send key,Simple Mouse.xlsx
kb_international7,Keyboard send key,Simple Mouse.xlsx
kb_international8,Keyboard send key,Simple Mouse.xlsx
kb_international9,Keyboard send key,Simple Mouse.xlsx
kb_lang1,Keyboard send key,Simple Mouse.xlsx
kb_lang2,Keyboard send key,Simple Mouse.xlsx
kb_lang3,Keyboard send key,Simple Mouse.xlsx
kb_lang4,Keyboard send key,Simple Mouse.xlsx
kb_lang5,Keyboard send key,Simple Mouse.xlsx
kb_lang6,Keyboard send key,Simple Mouse.xlsx
kb_lang7,Keyboard send key,Simple Mouse.xlsx
kb_lang8,Keyboard send key,Simple Mouse.xlsx
kb_lang9,Keyboard send key,Simple Mouse.xlsx
kb_alternate_erase,Keyboard send key,Simple Mouse.xlsx
kb_sisreq,Keyboard send key,Simple Mouse.xlsx
kb_cancel,Keyboard send key,Simple Mouse.xlsx
kb_clear,Keyboard send key,Simple Mouse.xlsx
kb_prior,Keyboard send key,Simple Mouse.xlsx
kb_return,Keyboard send key,Simple Mouse.xlsx
kb_separator,Keyboard send key,Simple Mouse.xlsx
kb_out,Keyboard send key,Simple Mouse.xlsx
kb_oper,Keyboard send key,Simple Mouse.xlsx
kb_clear_and_again,Keyboard send key,Simple Mouse.xlsx
kb_crsel_andprops,Keyboard send key,Simple Mouse.xlsx
kb_exsel,Keyboard send key,Simple Mouse.xlsx
kb_keypad_00,Keyboard send key,Simple Mouse.xlsx
kb_keypad_000,Keyboard send key,Simple Mouse.xlsx
kb_thousands_separator,Keyboard send key,Simple Mouse.xlsx
kb_decimal_separator,Keyboard send key,Simple Mouse.xlsx
kb_currency_unit,Keyboard send key,Simple Mouse.xlsx
kb_currency_sub_unit,Keyboard send key,Simple Mouse.xlsx
kb_keypad_opening_parenthesis,Keyboard send key,Simple Mouse.xlsx
kb_keypad_closing_parenthesis,Keyboard send key,Simple Mouse.xlsx
kb_keypad_opening_brace,Keyboard send key,Simple Mouse.xlsx
kb_keypad_closing_brace,Keyboard send key,Simple Mouse.xlsx
kb_keypad_tab,Keyboard send key,Simple Mouse.xlsx
kb_keypad_backspace,Keyboard send key,Simple Mouse.xlsx
kb_keypad_a,Keyboard send key,Simple Mouse.xlsx
kb_keypad_b,Keyboard send key,Simple Mouse.xlsx
kb_keypad_c,Keyboard send key,Simple Mouse.xlsx
kb_keypad_d,Keyboard send key,Simple Mouse.xlsx
kb_keypad_e,Keyboard send key,Simple Mouse.xlsx
kb_keypad_f,Keyboard send key,Simple Mouse.xlsx
kb_keypad_xor,Keyboard send key,Simple Mouse.xlsx
kb_keypad_caret,Keyboard send key,Simple Mouse.xlsx
kb_keypad_percentage,Keyboard send key,Simple Mouse.xlsx
kb_keypad_less_than_sign,Keyboard send key,Simple Mouse.xlsx
kb_keypad_greater_than_sign,Keyboard send key,Simple Mouse.xlsx
kb_keypad_amp,Keyboard send key,Simple Mouse.xlsx
kb_keypad_amp_amp,Keyboard send key,Simple Mouse.xlsx
kb_keypad_pipe,Keyboard send key,Simple Mouse.xlsx
kb_keypad_pipe_pipe,Keyboard send key,Simple Mouse.xlsx
kb_keypad_colon,Keyboard send key,Simple Mouse.xlsx
kb_keypad_hashmark,Keyboard send key,Simple Mouse.xlsx
kb_keypad_space,Keyboard send key,Simple Mouse.xlsx
kb_keypad_at,Keyboard send key,Simple Mouse.xlsx
kb_keypad_exclamation_sign,Keyboard send key,Simple Mouse.xlsx
kb_keypad_memory_store,Keyboard send key,Simple Mouse.xlsx
kb_keypad_memory_recall,Keyboard send key,Simple Mouse.xlsx
kb_keypad_memory_clear,Keyboard send key,Simple Mouse.xlsx
kb_keypad_memory_add,Keyboard send key,Simple Mouse.xlsx
kb_keypad_memory_subtract,Keyboard send key,Simple Mouse.xlsx
kb_keypad_memory_multiply,Keyboard send key,Simple Mouse.xlsx
kb_keypad_memory_divide,Keyboard send key,Simple Mouse.xlsx
kb_keypad_plus_and_minus,Keyboard send key,Simple Mouse.xlsx
kb_keypad_clear,Keyboard send key,Simple Mouse.xlsx
kb_keypad_clear_entry,Keyboard send key,Simple Mouse.xlsx
kb_keypad_binary,Keyboard send key,Simple Mouse.xlsx
kb_keypad_octal,Keyboard send key,Simple Mouse.xlsx
kb_keypad_decimal,Keyboard send key,Simple Mouse.xlsx
kb_keypad_hexadecimal,Keyboard send key,Simple Mouse.xlsx
kb_left_control,Keyboard modify key,Simple Mouse.xlsx
kb_left_shift,Keyboard modify key,Simple Mouse.xlsx
kb_left_alt,Keyboard modify key,Simple Mouse.xlsx
kb_left_gui,Keyboard modify key (Windows Key),Simple Mouse.xlsx
kb_right_control,Keyboard modify key,Simple Mouse.xlsx
kb_right_shift,Keyboard modify key,Simple Mouse.xlsx
kb_right_alt,Keyboard modify key,Simple Mouse.xlsx
kb_right_gui,Keyboard modify key (Windows Key),Simple Mouse.xlsx
none,,Simple Mouse.xlsx
dpad_N,PS3 D-Pad Button North,Singleton Right Analog for Copilot.xlsx
dpad_NE,PS3 D-Pad Buttons North and East,Singleton Right Analog for Copilot.xlsx
dpad_E,PS3 D-Pad Button East,Singleton Right Analog for Copilot.xlsx
dpad_SE,PS3 D-Pad Buttons South and East,Singleton Right Analog for Copilot.xlsx
dpad_S,PS3 D-Pad Button South,Singleton Right Analog for Copilot.xlsx
dpad_SW,PS3 D-Pad Buttons South and West,Singleton Right Analog for Copilot.xlsx
dpad_W,PS3 D-Pad Button West,Singleton Right Analog for Copilot.xlsx
dpad_NW,PS3 D-Pad Buttons North and West,Singleton Right Analog for Copilot.xlsx
left_joy_left,PS3 Left Joystick Left side,Singleton Right Analog for Copilot.xlsx
left_joy_right,PS3 Left Joystick Right side,Singleton Right Analog for Copilot.xlsx
left_joy_up,PS3 Left Joystick Up,Singleton Right Analog for Copilot.xlsx
left_joy_down,PS3 Left Joystick Down,Singleton Right Analog for Copilot.xlsx
right_joy_left,PS3 Right Joystick Left side,Singleton Right Analog for Copilot.xlsx
right_joy_right,PS3 Right Joystick Right side,Singleton Right Analog for Copilot.xlsx
right_joy_up,PS3 Right Joystick Up,Singleton Right Analog for Copilot.xlsx
right_joy_down,PS3 Right Joystick Down,Singleton Right Analog for Copilot.xlsx
left_1,PS3 Left Button 1,Singleton Right Analog for Copilot.xlsx
left_2,PS3 Left Button 2 (trigger),Singleton Right Analog for Copilot.xlsx
left_3,PS3 Left Button 3 (Press joystick),Singleton Right Analog for Copilot.xlsx
right_1,PS3 Right Button 1,Singleton Right Analog for Copilot.xlsx
right_2,PS3 Right Button 2 (trigger),Singleton Right Analog for Copilot.xlsx
right_3,PS3 Right Button 3 (Press joystick),Singleton Right Analog for Copilot.xlsx
x,PS3 Button X,Singleton Right Analog for Copilot.xlsx
square,PS3 Button Square,Singleton Right Analog for Copilot.xlsx
triangle,PS3 Button Triangle,Singleton Right Analog for Copilot.xlsx
circle,PS3 Button Circle,Singleton Right Analog for Copilot.xlsx
ps3,PS3 Home,Singleton Right Analog for Copilot.xlsx
select,PS3 Select,Singleton Right Analog for Copilot.xlsx
start,PS3 Start,Singleton Right Analog for Copilot.xlsx
acceleration_x_right,PS3 motion sensor to right,Singleton Right Analog for Copilot.xlsx
acceleration_x_left,PS3 motion sensor to left,Singleton Right Analog for Copilot.xlsx
acceleration_y_fore,PS3 motion sensor away from player,Singleton Right Analog for Copilot.xlsx
acceleration_y_aft,PS3 motion sensor towards player,Singleton Right Analog for Copilot.xlsx
acceleration_z_up,PS3 motion sensor up,Singleton Right Analog for Copilot.xlsx
acceleration_z_down,PS3 motion sensor down,Singleton Right Analog for Copilot.xlsx
gyroscope_cw,PS3 gyroscope clockwise,Singleton Right Analog for Copilot.xlsx
gyroscope_ccw,PS3 gyroscope counter clockwise,Singleton Right Analog for Copilot.xlsx
mouse_left,Mouse Left movement,Singleton Right Analog for Copilot.xlsx
mouse_right,Mouse Right movement,Singleton Right Analog for Copilot.xlsx
mouse_up,Mouse Up movement,Singleton Right Analog for Copilot.xlsx
